cliente66, "Empréstimos para projetos sustentáveis, Investimentos em empresas verdes, Doações para causas ambientais, Financiamento de energias renováveis"
cliente67, "Utensílios de cozinha de bambu, Tábuas de corte de madeira reciclada, Panelas de ferro fundido, Moedores de café manuais"
cliente68, "Cursos de culinária vegana, Retiros de yoga e meditação, Workshops de jardinagem orgânica, Aulas de dança e movimento consciente"
cliente69, "Seguros para carros elétricos, Planos de saúde com cobertura para terapias naturais, Apólices de seguro para casas sustentáveis, Produtos financeiros com impacto social"
cliente70, "Transporte público, Caronas solidárias, Aluguel de bicicletas, Caminhadas e passeios a pé"
cliente71, "Adesivos de parede ecológicos, Cortinas de bambu, Tapetes de juta, Almofadas de algodão orgânico"
cliente72, "Clube de assinatura de produtos veganos, Entrega de frutas e legumes orgânicos em domicílio, Cestas de produtos de pequenos produtores locais, Compras coletivas de alimentos sustentáveis"
cliente73, "Panelas de barro, Utensílios de madeira, Cestos de vime, Cerâmica artesanal"
cliente74, "Livros sobre minimalismo, Cursos online sobre organização doméstica, Ferramentas de organização digital, Consultoria de organização pessoal"
cliente75, "Filtros de água para torneira, Purificadores de ar, Desumidificadores, Sistemas de ventilação natural"
cliente76, "Alimentos para animais de estimação orgânicos, Brinquedos para animais de estimação de materiais reciclados, Camas para animais de estimação ecológicas, Produtos de higiene para animais de estimação naturais"
cliente77, "Serviços de jardinagem ecológica, Paisagismo sustentável, Criação de hortas urbanas, Consultoria em permacultura"
cliente78, "Tintas naturais, Papel de parede ecológico, Revestimentos de parede de bambu, Isolamento térmico natural"
cliente79, "Energia solar, Aquecimento solar de água, Sistemas de reaproveitamento de água da chuva, Iluminação natural"
cliente80, "Cosméticos sólidos, Produtos de higiene pessoal sem embalagem, Refis de produtos de limpeza, Embalagens retornáveis"
cliente81, "Roupas de algodão orgânico para bebês, Fraldas de pano, Produtos de higiene natural para bebês, Brinquedos de madeira"
cliente82, "Produtos delimpeza biodegradáveis, Esponjas vegetais, Panos de limpeza reutilizáveis, Lixeiras de reciclagem"
cliente83, "Alimentos orgânicos, Produtos de higiene pessoal naturais, Roupas de algodão orgânico, Utensílios domésticos ecológicos"
cliente84, "Livros sobre sustentabilidade, Cursos online sobre meio ambiente, Assinaturas de revistas ecológicas, Doações para ONGs ambientais"
cliente85, "Bicicletas, Patinetes, Skateboards, Equipamentos de proteção"
cliente86, "Produtos de higiene bucal naturais, Escovas de dentes de bambu, Cremes dentais sem flúor, Enxaguantes bucais naturais"
cliente87, "Cestas de piquenique ecológicas, Garrafas térmicas, Talheres de bambu, Guardanapos de tecido"
cliente88, "Produtos de limpeza para carros ecológicos, Ceras automotivas naturais, Acessórios para carros de materiais reciclados, Serviços de manutenção automotiva sustentável"
cliente89, "Papel reciclado, Canetas de bambu, Lápis de cor de madeira certificada, Borrachas naturais"
cliente90, "Sementes de flores silvestres, Bulbos de plantas nativas, Vasos de materiais reciclados, Ferramentas de jardinagem manuais"
cliente91, "Produtos de higiene para animais de estimação naturais, Camas para animais de estimação ecológicas, Brinquedos para animais de estimação de materiais reciclados, Alimentos orgânicos para animais de estimação"
cliente92, "Livros sobre alimentação saudável, Cursos de culinária vegetariana, Utensílios de cozinha de bambu, Produtos orgânicos a granel"
cliente93, "Produtos de limpeza para casa naturais, Esponjas vegetais, Panos de limpeza reutilizáveis, Lixeiras de reciclagem"
cliente94, "Roupas de algodão orgânico, Sapatos de materiais reciclados, Acessórios de comércio justo, Joias de prata reciclada"
cliente95, "Cosméticos veganos, Maquiagem mineral, Esmaltes de unhas sem ingredientes tóxicos, Produtos de higiene pessoal cruelty-free"
cliente96, "Brinquedos de madeira, Jogos educativos de materiais reciclados, Livros infantis sobre natureza, Roupas de bebê de algodão orgânico"
cliente97, "Fraldas de pano, Lenços umedecidos biodegradáveis, Pomadas para assaduras naturais, Produtos de higiene para bebês orgânicos"
cliente98, "Absorventes reutilizáveis, Calcinhas absorventes, Copos menstruais, Produtos de higiene íntima natural"
cliente99, "Velas de cera de abelha, Incensos naturais, Difusores de óleos essenciais, Produtos de aromaterapia orgânicos"
